Catalog Number,Product Name,Product Type,Channel,Species Name,Gene Symbol,Gene Name,Accession,Probe Pairs,Probe Region Begin,Probe Region End
311758,RNAscope® LS 2.5 Probe - Hs-MMP2,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MMP2,matrix metallopeptidase 2,NM_004530,20,473,1983
311768,RNAscope® LS 2.5 Probe - Hs-MYC,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MYC,v-myc avian myelocytomatosis viral oncogene homolog,NM_002467.4,20,536,1995
311778,RNAscope® LS 2.5 Probe - Hs-PGF,RNAscope LS 2.5 Target Probes,1,Homo sapiens,PGF,placental growth factor,NM_001207012,20,157,1833
311788,RNAscope® LS 2.5 Probe - Hs-MDM2,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MDM2,MDM2 proto-oncogene,NM_002392.4,20,289,1511
311798,RNAscope® LS 2.5 Probe - Mm-CCL2,RNAscope LS 2.5 Target Probes,1,Mus musculus,Ccl2,chemokine (C-C motif) ligand 2,NM_011333.3,12,136,754
311808,RNAscope® LS 2.5 Probe - Hs-GFAP,RNAscope LS 2.5 Target Probes,1,Homo sapiens,GFAP,glial fibrillary acidic protein,NM_002055,19,43,3076
311818,RNAscope® LS 2.5 Probe - Hs-ACTA2,RNAscope LS 2.5 Target Probes,1,Homo sapiens,ACTA2,"actin, alpha 2, smooth muscle, aorta",NM_001613.2,11,10,1341
311828,RNAscope® LS 2.5 Probe - Hs-SEC31B,RNAscope LS 2.5 Target Probes,1,Homo sapiens,SEC31B,"SEC31 homolog B, COPII coat complex component",NM_015490.3,20,149,1230
311838,RNAscope® LS 2.5 Probe - Mm-OLFM4,RNAscope LS 2.5 Target Probes,1,Mus musculus,Olfm4,olfactomedin 4,NM_001030294.1,20,25,1043
311848,RNAscope® LS 2.5 Probe - Hs-ALK,RNAscope LS 2.5 Target Probes,1,Homo sapiens,ALK,anaplastic lymphoma receptor tyrosine kinase,NM_004304.4,20,4749,5794
311858,RNAscope® LS 2.5 Probe - Hs-CXCL10,RNAscope LS 2.5 Target Probes,1,Homo sapiens,CXCL10,C-X-C motif chemokine ligand 10,NM_001565,19,2,1115
311868,RNAscope® LS 2.5 Probe - Hs-NOTCH1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,NOTCH1,notch 1,NM_017617.3,20,1260,2627
311878,RNAscope® LS 2.5 Probe - Hs-NRARP,RNAscope LS 2.5 Target Probes,1,Homo sapiens,NRARP,NOTCH-regulated ankyrin repeat protein,NM_001004354.2,20,1493,2560
311888,RNAscope® LS 2.5 Probe - Mm-WNK1/HSN2,RNAscope LS 2.5 Target Probes,1,,,,,,,
311898,RNAscope® LS 2.5 Probe - Mm-WNK1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Wnk1,WNK lysine deficient protein kinase 1,NM_001199083,20,5158,6152
311908,RNAscope® LS 2.5 Probe - Mm-SLC12A5,RNAscope LS 2.5 Target Probes,1,Mus musculus,Slc12a5,"solute carrier family 12, member 5",NM_020333.2,20,501,1717
311918,RNAscope® LS 2.5 Probe - Mm-SLC12A2,RNAscope LS 2.5 Target Probes,1,Mus musculus,Slc12a2,"solute carrier family 12, member 2",NM_009194.3,20,561,1781
311928,RNAscope® 2.5 LS Probe - Hs-HIV,RNAscope LS 2.5 Target Probes,1,Human immunodeficiency virus 1,HIVgag-pol,HIVgag-pol,NC_001802.1,10,801,1393
311938,RNAscope® LS 2.5 Probe - Hs-LTB-scrambled,RNAscope LS 2.5 Target Probes,1,Homo sapiens,LTB,lymphotoxin beta,NM_002341,14,23,849
311948,RNAscope® LS 2.5 Probe - Hs-ERBB3,RNAscope LS 2.5 Target Probes,1,Homo sapiens,ERBB3,erb-b2 receptor tyrosine kinase 3,NM_001982,20,1784,3396
311968,RNAscope® LS 2.5 Probe - Rn-SYP,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Syp,synaptophysin,,,,
311978,RNAscope® LS 2.5 Probe - Rn-SLC18A2,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Slc18a2,solute carrier family 18 member A2,,,,
311988,RNAscope® LS 2.5 Probe - Rn-HDC,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Hdc,histidine decarboxylase,NM_017016.2,20,2,1140
311998,RNAscope® LS 2.5 Probe - Rn-CHGA,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Chga,chromogranin A,NM_021655.2,20,918,1867
312008,RNAscope® LS 2.5 Probe - Rn-CCKBR,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Cckbr,cholecystokinin B receptor,,,,
312018,RNAscope® 2.5 LS Probe - Rn-UBC,RNAscope LS 2.5 Controls-Automated,1,Rattus norvegicus,Ubc,ubiquitin C,NM_017314.1,20,6,1941
312028,RNAscope® 2.5 LS Positive Control Probe - Hs-UBC,RNAscope LS 2.5 Controls-Automated,1,Homo sapiens,UBC,ubiquitin C,NM_021009,20,342,1503
312038,RNAscope® 2.5 LS Negative Control Probe_dapB,RNAscope LS 2.5 Controls-Automated,1,Other,dapB,Bacillus subtilis dihydrodipicolinate reductase (dapB) gene,EF191515,10,414,862
312058,RNAscope® LS 2.5 Probe - Hs-REG1B,RNAscope LS 2.5 Target Probes,1,Homo sapiens,REG1B,regenerating family member 1 beta,NM_006507.3,8,29,763
312068,RNAscope® LS 2.5 Probe - Hs-REG3A,RNAscope LS 2.5 Target Probes,1,Homo sapiens,REG3A,regenerating family member 3 alpha,NM_002580,13,25,793
312078,RNAscope® LS 2.5 Probe - Hs-REG4,RNAscope LS 2.5 Target Probes,1,Homo sapiens,REG4,regenerating family member 4,NM_032044,20,287,1330
312088,RNAscope® LS 2.5 Probe - Rn-CELA2A,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Cela2a,"chymotrypsin-like elastase family, member 2A",NM_012553.2,15,64,804
312098,RNAscope® LS 2.5 Probe - Rn-CELA3B,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Cela3b,"chymotrypsin-like elastase family, member 3B",NM_001106692.1,19,27,891
312108,RNAscope® LS 2.5 Probe - Rn-CLU,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Clu,clusterin,NM_053021.2,20,726,1709
312118,RNAscope® LS 2.5 Probe - Hs-FGF2,RNAscope LS 2.5 Target Probes,1,Homo sapiens,FGF2,fibroblast growth factor 2,NM_002006.4,20,1244,2377
312128,RNAscope® LS 2.5 Probe - Hs-VEGFR2,RNAscope LS 2.5 Target Probes,1,Homo sapiens,KDR,kinase insert domain receptor,NM_002253.2,30,1693,3077
312138,RNAscope® LS 2.5 Probe - EYFP,RNAscope LS 2.5 Target Probes,1,Other,EYFP,EYFP,KF450806.1,12,7768,8420
312148,RNAscope® LS 2.5 Probe - Mm-S1PR2,RNAscope LS 2.5 Target Probes,1,Mus musculus,S1pr2,sphingosine-1-phosphate receptor 2,NM_010333.4,21,253,1488
312158,RNAscope® LS 2.5 Probe - Hs-IL21R,RNAscope LS 2.5 Target Probes,1,Homo sapiens,IL21R,interleukin 21 receptor,NM_181079,40,717,3266
312178,RNAscope® LS 2.5 Probe - Mm-Lgr5,RNAscope LS 2.5 Target Probes,1,Mus musculus,Lgr5,leucine rich repeat containing G protein coupled receptor 5,NM_010195.2,20,2165,3082
312198,RNAscope® LS 2.5 Probe - Hs-EPOR,RNAscope LS 2.5 Target Probes,1,Homo sapiens,EPOR,erythropoietin receptor,NR_033663.1,20,672,2433
312208,RNAscope® LS 2.5 Probe - Hs-PCA3,RNAscope LS 2.5 Target Probes,1,Homo sapiens,PCA3,prostate cancer associated 3 (non-protein coding),NR_015342.1,20,1683,2796
312218,RNAscope® LS 2.5 Probe - Hs-HOXC6,RNAscope LS 2.5 Target Probes,1,Homo sapiens,HOXC6,homeobox C6,NM_153693,20,575,2032
312228,RNAscope® LS 2.5 Probe - Mm-Id1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Id1,inhibitor of DNA binding 1,NM_010495.2,11,2,705
312238,RNAscope® LS 2.5 Probe - Mm-Piwil1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Piwil1,piwi-like RNA-mediated gene silencing 1,NM_021311.3,20,1661,2791
312248,RNAscope® LS 2.5 Probe - Mm-Wnt3,RNAscope LS 2.5 Target Probes,1,Mus musculus,Wnt3,"wingless-type MMTV integration site family, member 3",NM_009521.2,20,134,1577
312258,RNAscope® LS 2.5 Probe - Mm-Ntf3,RNAscope LS 2.5 Target Probes,1,Mus musculus,Ntf3,neurotrophin 3,NM_001164034,20,344,1148
312268,RNAscope® LS 2.5 Probe - Mm-Emx1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Emx1,empty spiracles homeobox 1,NM_010131.2,14,139,1103
312278,RNAscope® LS 2.5 Probe - Mm-TRPC4 -ex4,RNAscope LS 2.5 Target Probes,1,Mus musculus,Trpc4,"transient receptor potential cation channel, subfamily C, member 4",NM_016984,8,1062,1410
312288,RNAscope® LS 2.5 Probe - CRE,RNAscope LS 2.5 Target Probes,1,,,,KC845567.1,20,1058,2032
312298,RNAscope® LS 2.5 Probe - Mm-Il13,RNAscope LS 2.5 Target Probes,1,Mus musculus,Il13,interleukin 13,NM_008355.3,20,20,632
312308,RNAscope® LS 2.5 Probe - Mm-Htr1a,RNAscope LS 2.5 Target Probes,1,Mus musculus,Htr1a,5-hydroxytryptamine (serotonin) receptor 1A,NM_008308.4,20,563,1824
312318,RNAscope® LS 2.5 Probe - Rn-Gpr44,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Ptgdr2,prostaglandin D2 receptor 2,NM_001012070.1,20,22,1200
312328,RNAscope® LS 2.5 Probe - Hs-FFAR1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,FFAR1,free fatty acid receptor 1,NM_005303.2,13,25,848
312338,RNAscope® LS 2.5 Probe - Mm-Ffar1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Ffar1,free fatty acid receptor 1,NM_194057.2,16,19,882
312348,RNAscope® LS 2.5 Probe - Hs-HOTAIR,RNAscope LS 2.5 Target Probes,1,Homo sapiens,HOTAIR,HOX transcript antisense RNA,NR_047518.1,30,602,2134
312358,RNAscope® 2.5 LS Probe - HPV-HR7,RNAscope LS 2.5 Target Probes,1,Human papillomavirus,HPV-HR7,"HPV high-risk pool, 7 types",,,,
312368,RNAscope® LS 2.5 Probe - Hs-TERC,RNAscope LS 2.5 Target Probes,1,Homo sapiens,TERC,telomerase RNA component,NR_001566.1,5,51,381
312378,RNAscope® LS 2.5 Probe - Hs-DDB2,RNAscope LS 2.5 Target Probes,1,Homo sapiens,DDB2,damage specific DNA binding protein 2,NM_000107.2,20,315,1819
312388,RNAscope® LS 2.5 Probe - Hs-PHLDA3,RNAscope LS 2.5 Target Probes,1,Homo sapiens,PHLDA3,pleckstrin homology like domain family A member 3,NM_012396.3,15,244,1494
312398,RNAscope® LS 2.5 Probe - Hs-RPS27L,RNAscope LS 2.5 Target Probes,1,Homo sapiens,RPS27L,ribosomal protein S27 like,NM_015920.3,13,56,1054
312408,RNAscope® LS 2.5 Probe - Hs-AK91132,RNAscope LS 2.5 Target Probes,1,Homo sapiens,,neuroacanthocytosis,,,,
312418,RNAscope® LS 2.5 Probe - Mm-Acvr1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Acvr1,"activin A receptor, type 1",NM_001110205.1,20,690,1886
312428,RNAscope® LS 2.5 Probe - Mm-Bmpr1a,RNAscope LS 2.5 Target Probes,1,Mus musculus,Bmpr1a,"bone morphogenetic protein receptor, type 1A",NM_009758.4,20,293,1260
312448,RNAscope® LS 2.5 Probe - Hs-CSF2RB,RNAscope LS 2.5 Target Probes,1,Homo sapiens,CSF2RB,colony stimulating factor 2 receptor beta common subunit,NM_000395.2,20,308,1684
312458,RNAscope® LS 2.5 Probe - Hs-C1orf186,RNAscope LS 2.5 Target Probes,1,Homo sapiens,C1orf186,chromosome 1 open reading frame 186,NM_001007544.2,17,129,1198
312468,RNAscope® LS 2.5 Probe - Hs-MST1R,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MST1R,macrophage stimulating 1 receptor,NM_002447,20,726,1947
312478,RNAscope® 2.5 LS Probe - Mm-Polr2a,RNAscope LS 2.5 Controls-Automated,1,Mus musculus,Polr2a,polymerase (RNA) II (DNA directed) polypeptide A,NM_009089.2,20,2802,3678
312488,RNAscope® 2.5 LS Probe - Rn-Polr2a,RNAscope LS 2.5 Controls-Automated,1,Rattus norvegicus,Polr2a,polymerase (RNA) II subunit A,XM_002727723.1,20,2253,3168
312498,RNAscope® LS 2.5 Probe - Hs-ITGB6,RNAscope LS 2.5 Target Probes,1,Homo sapiens,ITGB6,integrin subunit beta 6,NM_000888.3,20,391,1404
312508,RNAscope® LS 2.5 Probe - Mm-Itgb6,RNAscope LS 2.5 Target Probes,1,Mus musculus,Itgb6,integrin beta 6,NM_001159564.1,20,533,1496
312518,RNAscope® LS 2.5 Probe - Rn-Trpa1,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Trpa1,"transient receptor potential cation channel, subfamily A, member 1",NM_207608.1,20,58,1109
312528,RNAscope® LS 2.5 Probe - Mm-Nanog,RNAscope LS 2.5 Target Probes,1,Mus musculus,Nanog,Nanog homeobox,NM_028016.2,19,21,1187
312538,RNAscope® LS 2.5 Probe - Mm-Cdh5,RNAscope LS 2.5 Target Probes,1,Mus musculus,Cdh5,cadherin 5,NM_009868.4,20,941,1889
312548,RNAscope® LS 2.5 Probe - Hs-GPR52,RNAscope LS 2.5 Target Probes,1,Homo sapiens,GPR52,G protein-coupled receptor 52,NM_005684.4,20,25,997
312558,RNAscope® LS 2.5 Probe - Hs-IGK,RNAscope LS 2.5 Target Probes,1,Homo sapiens,IGKC,immunoglobulin kappa constant,NA,6,,
312568,RNAscope® LS 2.5 Probe - Hs-IGL,RNAscope LS 2.5 Target Probes,1,Homo sapiens,IGLC1,immunoglobulin lambda constant 1,NA,7,,
312578,RNAscope® LS 2.5 Probe - Mm-Chrna5,RNAscope LS 2.5 Target Probes,1,Mus musculus,Chrna5,"cholinergic receptor, nicotinic, alpha polypeptide 5",NM_176844.4,20,839,1781
312588,RNAscope® LS 2.5 Probe - Hs-HCRTR1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,HCRTR1,hypocretin receptor 1,NM_001525.2,20,717,1990
312598,RNAscope® 2.5 LS Probe - HPV-HR18,RNAscope LS 2.5 Target Probes,1,Human papillomavirus,HPV-HR18,"HPV high-risk pool, 18 types",,,,
312618,RNAscope® LS 2.5 Probe - Mm-Kirrel,RNAscope LS 2.5 Target Probes,1,Mus musculus,Kirrel,kin of IRRE like (Drosophila),,,,
312628,RNAscope® LS 2.5 Probe - Mm-Tinagl1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Tinagl1,tubulointerstitial nephritis antigen-like 1,NM_001168333,20,293,1346
312638,RNAscope® LS 2.5 Probe - Mm-Col12a1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Col12a1,"collagen, type XII, alpha 1",NM_007730.2,20,1474,2376
312648,RNAscope® LS 2.5 Probe -Hs-CRIP1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,CRIP1,cysteine rich protein 1,NM_001311.4,6,18,366
312658,RNAscope® LS 2.5 Probe - Hs-NCR1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,NCR1,natural cytotoxicity triggering receptor 1,NM_004829.5,20,100,1072
312668,RNAscope® LS 2.5 Probe - Mm-AF397008,RNAscope LS 2.5 Target Probes,1,Mus musculus,Npnt,nephronectin,NM_001029836.1,20,570,1182
312688,RNAscope® LS 2.5 Probe - Rn-Reg1a,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Reg1a,regenerating family member 1 alpha,,,,
312698,RNAscope® LS 2.5 Probe - Rn-Reg4,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Reg4,regenerating family member 4,,,,
312708,RNAscope® LS 2.5 Probe - Hs-CXCL11,RNAscope LS 2.5 Target Probes,1,Homo sapiens,CXCL11,C-X-C motif chemokine ligand 11,NM_005409.4,20,210,1235
312718,RNAscope® LS 2.5 Probe - Mm-Tnfrsf21,RNAscope LS 2.5 Target Probes,1,Mus musculus,Tnfrsf21,"tumor necrosis factor receptor superfamily, member 21",NM_178589.3,30,719,2372
312728,RNAscope® LS 2.5 Probe - Mm-Tnfrsf21-scrambled,RNAscope LS 2.5 Target Probes,1,Mus musculus,Tinagl1,tubulointerstitial nephritis antigen-like 1,NM_001168333,20,293,1346
312738,RNAscope® LS 2.5 Probe - Hs-TSC2,RNAscope LS 2.5 Target Probes,1,Homo sapiens,TSC2,tuberous sclerosis 2,NM_000548,20,133,1265
312748,RNAscope® LS 2.5 Probe - Mm-Il4,RNAscope LS 2.5 Target Probes,1,Mus musculus,Il4,interleukin 4,NM_021283.2,11,2,498
312788,RNAscope® LS 2.5 Probe - Hs-GPR119,RNAscope LS 2.5 Target Probes,1,Homo sapiens,GPR119,G protein-coupled receptor 119,NM_178471.2,21,2,1151
312798,RNAscope® LS 2.5 Probe - Mm-GPR119,RNAscope LS 2.5 Target Probes,1,Mus musculus,Gpr119,G-protein coupled receptor 119,NM_181751.2,20,2,1046
312808,RNAscope® LS 2.5 Probe - Mm-Pyk2,RNAscope LS 2.5 Target Probes,1,Mus musculus,Ptk2b,PTK2 protein tyrosine kinase 2 beta,,,,
312818,RNAscope® 2.5 LS Probe - SIVmac239,RNAscope LS 2.5 Target Probes,1,Simian immunodeficiency virus 17E-Fr,SIVno-env,SIV 17E-Fr,D01065.1,83,1251,9420
312828,RNAscope® LS 2.5 Probe - Hs-FBXO45,RNAscope LS 2.5 Target Probes,1,Homo sapiens,FBXO45,F-box protein 45,NM_001105573.1,20,405,1444
312838,RNAscope® LS 2.5 Probe - Hs-GREM1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,GREM1,"gremlin 1, DAN family BMP antagonist",NM_013372.6,20,175,1472
312848,RNAscope® LS 2.5 Probe - Hs-SSTR3,RNAscope LS 2.5 Target Probes,1,Homo sapiens,SSTR3,somatostatin receptor 3,NM_001051.2,16,128,2010
312858,RNAscope® LS 2.5 Probe - Hs-SSTR4,RNAscope LS 2.5 Target Probes,1,Homo sapiens,SSTR4,somatostatin receptor 4,NM_001052.2,15,203,1224
312868,RNAscope® LS 2.5 Probe - Hs-SSTR5,RNAscope LS 2.5 Target Probes,1,Homo sapiens,SSTR5,somatostatin receptor 5,NM_001053.3,25,317,1644
312878,RNAscope® LS 2.5 Probe - Hs-MUC2,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MUC2,"mucin 2, oligomeric mucus/gel-forming",NM_002457.2,20,14357,15273
312888,RNAscope® LS 2.5 Probe - Hs-MUC4,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MUC4,"mucin 4, cell surface associated",NM_018406.6,20,14669,15868
312898,RNAscope® LS 2.5 Probe - Hs-MUC5AC,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming",XM_003403450.3,20,761,2125
312908,RNAscope® LS 2.5 Probe - Hs-MUC6,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MUC6,"mucin 6, oligomeric mucus/gel-forming",NM_005961.2,20,1245,2375
312918,RNAscope® LS 2.5 Probe - Hs-MUC13,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MUC13,"mucin 13, cell surface associated",NM_033049.3,20,541,1575
312928,RNAscope® LS 2.5 Probe - Mm-Tead4,RNAscope LS 2.5 Target Probes,1,Mus musculus,Tead4,TEA domain family member 4,NM_011567.2,35,30,3034
312938,RNAscope® 2.5 LS Probe - Mm-Vegfa,RNAscope LS 2.5 Target Probes,1,Mus musculus,Vegfa,vascular endothelial growth factor A,NM_001025257.3,20,946,1798
312948,RNAscope® 2.5 LS Probe - Mm-Tbp,RNAscope LS 2.5 Controls-Automated,1,Mus musculus,Tbp,TATA box binding protein,NM_013684.3,20,507,1024
312958,RNAscope® LS 2.5 Probe - Mm-Hprt,RNAscope LS 2.5 Target Probes,1,Mus musculus,Hprt,hypoxanthine guanine phosphoribosyl transferase,NM_013556.2,20,18,1238
312968,RNAscope® LS 2.5 Probe - Mm-Pgk1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Pgk1,phosphoglycerate kinase 1,NM_008828.2,20,49,1052
312978,RNAscope® 2.5 LS Probe - Rn-Tbp,RNAscope LS 2.5 Controls-Automated,1,Rattus norvegicus,Tbp,TATA box binding protein,NM_001004198.1,20,647,1788
312988,RNAscope® LS 2.5 Probe - Rn-Hprt,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Hprt1,hypoxanthine phosphoribosyltransferase 1,,,,
313008,RNAscope® LS 2.5 Probe - Hs-CSF1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,CSF1,colony stimulating factor 1,NM_000757.5,30,2,2268
313018,RNAscope® LS 2.5 Probe - Hs-IL34,RNAscope LS 2.5 Target Probes,1,Homo sapiens,IL34,interleukin 34,NM_152456.2,18,58,1750
313028,RNAscope® LS 2.5 Probe - Hs-CD24,RNAscope LS 2.5 Target Probes,1,Homo sapiens,CD24,CD24 molecule,NM_013230.2,22,458,2142
313038,RNAscope® LS 2.5 Probe - Hs-IGF1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,IGF1,insulin like growth factor 1,NM_000618,20,2640,3876
313068,RNAscope® LS 2.5 Probe - Hs-IGFBP2,RNAscope LS 2.5 Target Probes,1,Homo sapiens,IGFBP2,insulin like growth factor binding protein 2,NM_000597.2,17,490,1423
313088,RNAscope® LS 2.5 Probe - Hs-EREG,RNAscope LS 2.5 Target Probes,1,Homo sapiens,EREG,epiregulin,NM_001432.2,30,253,2588
313118,RNAscope® LS 2.5 Probe - Hs-AREG,RNAscope LS 2.5 Target Probes,1,Homo sapiens,AREG,amphiregulin,NM_001657.2,16,80,1142
313138,RNAscope® LS 2.5 Probe - Hs-TGFA,RNAscope LS 2.5 Target Probes,1,Homo sapiens,TGFA,transforming growth factor alpha,NM_001099691.2,30,591,2495
313158,RNAscope® LS 2.5 Probe - Mm-Sostdc1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Sostdc1,sclerostin domain containing 1,NM_025312.3,25,22,1385
313168,RNAscope® LS 2.5 Probe - Mm-Nes,RNAscope LS 2.5 Target Probes,1,Mus musculus,Nes,nestin,NM_016701.3,30,2354,3901
313178,RNAscope® LS 2.5 Probe - Hs-NTM,RNAscope LS 2.5 Target Probes,1,Homo sapiens,NTM,neurotrimin,NM_001048209.1,30,586,1536
313188,RNAscope® LS 2.5 Probe - 18S_rRNA,RNAscope LS 2.5 Target Probes,1,,,,,,,
313198,RNAscope® LS 2.5 Probe - Hs-ZEB1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,ZEB1,zinc finger E-box binding homeobox 1,NM_001128128.2,30,825,2530
313208,RNAscope® LS 2.5 Probe - Hs-FOXC2,RNAscope LS 2.5 Target Probes,1,Homo sapiens,FOXC2,forkhead box C2,NM_005251.2,11,133,949
313218,RNAscope® LS 2.5 Probe - Mm-Gfap,RNAscope LS 2.5 Target Probes,1,Mus musculus,Gfap,glial fibrillary acidic protein,NM_001131020.1,20,2,1761
313228,RNAscope® LS 2.5 Probe - Mm-Epha2,RNAscope LS 2.5 Target Probes,1,Mus musculus,Epha2,Eph receptor A2,NM_010139.3,30,214,1758
313238,RNAscope® LS 2.5 Probe - Mm-Birc7,RNAscope LS 2.5 Target Probes,1,Mus musculus,Birc7,baculoviral IAP repeat-containing 7 (livin),NM_001163247.1,20,2,1141
313248,RNAscope® 2.5 LS Probe - Influenza_mp,RNAscope LS 2.5 Target Probes,1,Influenza A virus (A/swine/Illinois/A01244830/2013(H1N2)),M1,,KF487567.1,4,2,201
313258,RNAscope® LS 2.5 Probe - Rn-Pparg,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Pparg,peroxisome proliferator-activated receptor gamma,NM_001145367.1,30,305,1932
313268,RNAscope® LS 2.5 Probe - Rn-Pparg-tv3-e1,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Pparg,peroxisome proliferator-activated receptor gamma,,,,
313278,RNAscope® LS 2.5 Probe - Mm-Apoe,RNAscope LS 2.5 Target Probes,1,Mus musculus,Apoe,apolipoprotein E,NM_009696.3,19,83,1245
313288,RNAscope® LS 2.5 Probe - Mm-Snca,RNAscope LS 2.5 Target Probes,1,Mus musculus,Snca,"synuclein, alpha",NM_001042451.1,20,215,1279
313298,RNAscope® LS 2.5 Probe - Mm-Ascl1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Ascl1,achaete-scute family bHLH transcription factor 1,NM_008553.4,20,348,2112
313308,RNAscope® LS 2.5 Probe - Mm-Fezf2,RNAscope LS 2.5 Target Probes,1,Mus musculus,Fezf2,Fez family zinc finger 2,NM_080433.3,20,821,2278
313318,RNAscope® LS 2.5 Probe - Mm-Rbfox3,RNAscope LS 2.5 Target Probes,1,Mus musculus,Rbfox3,"RNA binding protein, fox-1 homolog (C. elegans) 3",NM_001039167.1,20,1827,3068
313328,RNAscope® LS 2.5 Probe - Mm-Npy,RNAscope LS 2.5 Target Probes,1,Mus musculus,Npy,neuropeptide Y,NM_023456.2,12,28,548
313338,RNAscope® LS 2.5 Probe - Mm-Trpv1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Trpv1,"transient receptor potential cation channel, subfamily V, member 1",NM_001001445.1,20,1162,2155
313348,RNAscope® LS 2.5 Probe - Mm-Scn9a,RNAscope LS 2.5 Target Probes,1,Mus musculus,Scn9a,"sodium channel, voltage-gated, type IX, alpha",NM_018852.2,20,3404,4576
313358,RNAscope® LS 2.5 Probe - Hs-SFRP4,RNAscope LS 2.5 Target Probes,1,Homo sapiens,SFRP4,secreted frizzled related protein 4,NM_003014.3,30,286,1939
313368,RNAscope® LS 2.5 Probe - Mm-Rfx1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Rfx1,"regulatory factor X, 1 (influences HLA class II expression)",NM_009055.4,30,1444,2948
313378,RNAscope® LS 2.5 Probe - Mm-Rfx3,RNAscope LS 2.5 Target Probes,1,Mus musculus,Rfx3,"regulatory factor X, 3 (influences HLA class II expression)",NM_001166414.1,30,309,1680
313388,RNAscope® LS 2.5 Probe - Mm-Myo6,RNAscope LS 2.5 Target Probes,1,Mus musculus,Myo6,myosin VI,NM_001039546.2,30,584,2188
313398,RNAscope® LS 2.5 Probe - Mm-Malat1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Malat1,metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA),NR_002847.2,30,712,2338
313408,RNAscope® LS 2.5 Probe - Luciferase,RNAscope LS 2.5 Target Probes,1,Other,gi|126635324|dbj|AB261982.1|,gi|126635324|dbj|AB261982.1|,AB261982.1,29,86,1617
313418,RNAscope® LS 2.5 Probe - Mm-Fgf8,RNAscope LS 2.5 Target Probes,1,Mus musculus,Fgf8,fibroblast growth factor 8,NM_010205.2,13,317,1008
313428,RNAscope® LS 2.5 Probe - Hs-SAT1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,SAT1,spermidine/spermine N1-acetyltransferase 1,NM_002970.2,13,21,1034
